200,1514,451,2025-03-02,2025-03-23,837.62,9,Chase,10.02
201,2659,97,2024-05-29,2026-04-27,852.9,8,Discover,8.52
202,3948,565,2024-02-15,2026-01-27,708.52,6,Visa,17.84
203,3061,182,2025-06-08,2025-06-16,660.77,9,Visa,10.59
204,2750,165,2025-04-23,2025-09-10,655.48,8,Chase,18.22
205,1499,927,2024-04-22,2025-06-16,1045.24,9,Visa,20.0
206,6393,442,2025-06-02,2026-01-20,1349.79,2,Visa,12.18
207,8569,601,2024-12-05,2026-01-22,917.47,8,American Express,11.83
208,9555,1,2025-12-02,2025-02-05,707.26,7,Chase,9.24
209,9847,76,2024-07-05,2025-12-26,950.36,4,Chase,14.93
210,4036,620,2024-09-20,2025-06-19,1004.74,8,Visa,5.83
211,1073,885,2025-07-23,2026-09-24,1400.4,4,Chase,21.19
212,218,868,2024-02-26,2026-07-10,679.89,10,Discover,16.4
213,6703,240,2024-07-22,2025-05-11,1488.86,4,Visa,7.47
214,7995,549,2025-08-24,2026-07-13,1108.77,9,American Express,24.6
215,4301,66,2024-03-03,2026-09-12,1255.66,5,American Express,11.76
216,7442,934,2025-08-23,2025-02-22,1296.56,2,MasterCard,20.94
217,3760,434,2024-04-21,2025-01-20,1235.58,10,Discover,19.19
218,6923,721,2024-10-26,2025-04-19,955.87,7,Visa,9.84
219,439,974,2024-01-31,2026-03-17,1330.72,5,Chase,20.41
220,2951,178,2024-02-22,2026-04-26,1420.59,2,American Express,11.55
221,3325,863,2024-12-15,2025-04-29,1306.41,4,Visa,18.11
222,11,840,2025-07-09,2025-07-12,699.04,1,Visa,3.29
223,2806,366,2024-10-19,2026-08-01,736.39,1,MasterCard,3.32
224,2137,403,2025-03-13,2025-01-14,1183.3,2,American Express,23.3
225,226,797,2025-07-24,2025-01-21,505.64,6,Discover,8.52
226,4106,459,2024-06-11,2025-07-17,1246.27,6,Discover,3.99
227,4643,300,2025-11-13,2026-08-18,873.3,6,MasterCard,11.03
228,706,985,2025-07-16,2026-06-19,524.06,5,MasterCard,7.6
229,8285,77,2025-08-23,2026-03-29,861.26,10,Discover,15.79
230,3725,670,2024-03-01,2025-07-07,816.25,10,American Express,8.33
231,4410,862,2025-11-05,2026-06-19,575.51,5,Chase,23.33
232,1606,901,2024-01-31,2025-08-08,638.36,7,MasterCard,16.06
233,9490,705,2024-11-07,2026-05-19,1482.76,9,MasterCard,5.09
234,9608,771,2025-04-09,2026-11-30,569.72,7,American Express,19.05
235,2690,740,2024-08-09,2026-07-26,1021.87,7,MasterCard,7.34
236,6228,735,2024-08-21,2025-01-24,538.86,9,Discover,8.69
237,5600,267,2025-06-27,2026-11-08,727.25,4,American Express,6.45
238,9259,591,2024-06-04,2026-10-18,1002.13,6,Discover,20.62
239,4383,820,2025-08-23,2026-02-24,780.27,6,Discover,11.58
240,6432,955,2025-04-02,2025-02-24,1243.99,5,American Express,5.89
241,5438,380,2024-06-25,2025-08-08,561.49,7,Chase,22.39
242,6080,981,2024-05-15,2025-07-05,772.24,5,Visa,18.32
243,7904,748,2025-11-18,2026-11-19,1270.03,6,American Express,17.97
244,1523,79,2024-10-28,2025-10-28,1323.21,5,American Express,18.2
245,8116,91,2024-07-01,2026-05-17,1058.39,1,Chase,13.9
246,2030,325,2025-07-07,2025-10-19,694.41,3,Chase,19.38
247,4728,692,2024-11-23,2025-08-20,1129.36,2,MasterCard,1.15
248,6212,625,2025-10-24,2025-07-20,1028.21,7,Visa,1.33
249,1768,394,2025-10-07,2025-09-15,762.87,10,American Express,6.55
250,3145,713,2024-09-07,2025-01-11,641.4,1,Discover,4.09
251,7312,306,2024-05-24,2025-03-07,1259.31,3,American Express,3.26
252,3123,296,2025-11-19,2025-05-07,1128.53,4,Discover,6.62
253,7019,225,2025-02-28,2026-02-01,1481.79,2,American Express,19.93
254,3742,62,2024-02-27,2025-08-14,1339.79,8,Chase,9.23
255,4762,255,2025-05-11,2025-04-21,1161.15,10,American Express,8.4
256,54,820,2025-07-18,2025-05-28,1341.82,5,Chase,11.22
257,458,97,2025-12-29,2025-09-03,745.69,6,Chase,19.84
258,2407,312,2024-04-16,2025-09-15,1417.21,6,American Express,18.12
259,8134,342,2025-01-22,2026-11-02,1489.72,6,Chase,4.05
260,698,8,2024-08-15,2026-04-23,1494.53,8,American Express,6.22
261,987,409,2024-10-22,2025-07-06,933.13,9,Visa,21.5
262,7823,942,2024-04-12,2026-10-01,1001.75,4,American Express,4.96
263,4922,11,2024-06-29,2026-01-11,1222.19,5,Discover,14.6
264,3524,58,2025-04-25,2025-02-28,1011.12,10,Discover,6.08
265,226,644,2024-02-24,2026-10-10,796.39,8,Discover,17.98
266,5271,147,2025-01-30,2026-06-01,1066.99,3,Chase,21.33
267,5968,105,2024-09-30,2025-07-29,1243.96,8,Discover,23.65
268,7715,259,2025-02-26,2025-02-11,1258.14,9,Chase,15.21
269,2642,924,2025-02-10,2026-07-13,1282.7,1,MasterCard,24.31
270,6571,36,2025-12-21,2026-02-09,1289.77,5,Chase,1.92
271,4046,689,2024-06-06,2026-09-20,1032.33,9,Chase,7.79
272,1163,721,2024-01-16,2026-11-08,1385.39,7,Visa,16.27
273,265,688,2024-12-05,2026-04-10,1223.82,1,Chase,9.14
274,5778,12,2024-02-08,2025-04-01,1150.03,5,American Express,24.73
275,6558,250,2024-12-22,2026-11-08,1450.76,1,Visa,18.32
276,295,550,2025-05-04,2026-04-30,631.8,1,MasterCard,10.13
277,8764,660,2024-01-08,2025-07-18,1423.31,4,Visa,10.06
278,8734,469,2025-12-27,2026-05-11,672.85,5,American Express,13.16
279,1379,45,2024-09-02,2026-10-21,532.83,10,Discover,11.84
280,9736,198,2024-03-14,2025-06-01,680.13,3,MasterCard,14.13
281,6535,840,2025-06-30,2025-02-01,1030.41,1,Visa,24.0
282,8112,480,2024-07-28,2026-12-24,769.02,2,American Express,15.28
283,5639,516,2024-04-05,2026-07-27,1065.01,1,American Express,8.91
284,2486,583,2025-01-31,2026-03-21,1259.46,2,Chase,13.54
285,3403,466,2024-07-15,2025-09-27,1365.74,2,Chase,20.06
286,3393,451,2025-12-06,2025-01-02,751.92,6,Discover,16.71
287,3568,788,2024-10-28,2025-05-26,1336.67,4,American Express,22.54
288,9299,292,2025-05-26,2025-09-14,1399.33,4,MasterCard,8.12
289,2790,893,2024-05-25,2025-08-04,929.76,10,American Express,4.84
290,5867,16,2025-10-26,2026-05-30,564.61,1,Discover,13.75
291,4320,8,2025-05-10,2026-01-18,988.85,5,Chase,2.09
292,7581,190,2025-07-21,2025-09-11,601.25,7,Chase,1.32
293,5101,917,2025-02-02,2025-11-07,1067.16,8,Discover,10.17
294,6668,80,2024-10-27,2026-12-28,729.1,7,Visa,22.5
295,7812,111,2025-04-20,2026-09-09,1485.96,5,Chase,21.28
296,8167,213,2024-11-04,2025-07-15,643.65,7,American Express,9.48
297,5651,120,2025-05-11,2026-03-23,1300.63,9,Discover,14.69
298,4545,655,2024-02-03,2025-03-02,750.06,8,Visa,19.52
299,2362,502,2025-12-24,2025-01-03,762.59,7,MasterCard,6.57
