300,4181,555,2025-09-30,2026-08-29,1168.86,4,Chase,10.31
301,4563,693,2025-11-19,2026-02-20,1298.07,1,American Express,22.97
302,8351,581,2024-11-01,2025-06-29,1003.03,7,Visa,6.85
303,8007,584,2024-08-10,2025-02-16,539.91,2,Discover,6.39
304,2203,795,2025-11-29,2025-02-20,949.92,3,Visa,10.02
305,5165,407,2024-02-01,2026-10-31,1366.39,3,MasterCard,2.42
306,5371,412,2025-10-11,2025-03-06,1352.64,7,Chase,2.61
307,5697,350,2025-06-08,2025-10-26,744.62,9,Visa,7.3
308,9099,3,2025-04-03,2025-11-09,1253.43,10,MasterCard,2.84
309,1318,631,2024-08-16,2025-01-14,845.14,7,Visa,6.94
310,5894,321,2024-12-31,2025-05-15,1046.28,10,MasterCard,11.51
311,6958,351,2025-04-10,2025-12-04,602.84,5,Visa,5.53
312,1390,255,2025-06-27,2025-06-24,1316.15,4,Chase,20.07
313,1215,656,2024-01-01,2026-01-19,1189.99,5,Discover,18.97
314,5481,899,2025-01-30,2026-08-22,1321.89,9,Chase,12.64
315,6939,965,2024-06-28,2025-07-26,886.81,6,Chase,22.92
316,5375,294,2024-06-18,2025-12-07,858.79,1,American Express,15.43
317,6204,588,2024-05-08,2025-06-28,616.12,8,MasterCard,20.61
318,5297,987,2024-05-09,2026-11-05,595.36,4,Visa,24.67
319,9614,509,2025-02-02,2026-12-05,1452.45,2,Discover,3.99
320,7974,226,2025-04-19,2025-04-12,1141.89,6,Visa,23.64
321,7033,132,2024-08-21,2025-02-09,696.1,9,Chase,5.9
322,3754,737,2025-02-14,2026-02-23,1132.3,8,Discover,13.5
323,3125,239,2025-05-19,2026-05-12,927.97,4,MasterCard,17.47
324,7890,645,2025-07-05,2026-09-14,855.44,8,Discover,13.53
325,7778,270,2025-06-24,2025-02-19,645.86,4,Discover,18.79
326,3470,353,2024-09-07,2025-07-18,1299.72,8,Visa,17.99
327,1611,119,2025-07-17,2025-01-16,1051.14,7,MasterCard,20.66
328,9134,992,2024-09-05,2026-04-03,994.78,3,Visa,23.09
329,5446,514,2025-02-04,2026-07-31,1262.29,5,Visa,22.19
330,7878,637,2025-03-21,2025-12-19,1221.03,2,American Express,14.74
331,3645,19,2024-11-27,2025-08-01,735.56,9,Chase,4.36
332,8604,796,2025-06-21,2025-02-21,1008.85,10,Visa,10.08
333,6314,694,2025-01-24,2025-06-20,1239.36,8,Chase,15.33
334,3593,459,2025-06-13,2025-08-13,1202.37,9,Visa,9.34
335,4300,936,2024-05-28,2026-06-23,1044.22,1,Chase,11.32
336,6270,563,2025-02-07,2026-10-13,826.17,4,Chase,4.82
337,5396,528,2024-12-25,2026-03-05,712.88,7,American Express,2.68
338,5275,563,2024-03-07,2025-01-10,1239.23,1,MasterCard,3.9
339,5907,757,2025-04-21,2026-05-27,647.75,10,MasterCard,17.46
340,9131,641,2025-02-22,2025-07-04,1217.69,1,Discover,2.78
341,5072,25,2024-06-03,2025-03-01,1044.75,10,Visa,9.84
342,1495,929,2024-07-14,2026-11-14,571.52,3,MasterCard,4.34
343,5771,898,2024-08-21,2026-06-15,1436.76,3,Chase,24.28
344,7002,172,2024-06-05,2026-06-05,1416.94,1,Chase,21.63
345,2565,131,2024-10-31,2025-12-17,1448.24,9,Chase,15.11
346,7672,168,2024-11-09,2025-03-31,1335.77,1,MasterCard,14.13
347,5756,210,2024-11-10,2026-09-04,1475.87,8,MasterCard,10.5
348,4369,335,2025-06-02,2025-04-03,1341.51,9,MasterCard,13.43
349,7244,126,2024-08-15,2025-12-29,892.9,7,Chase,2.13
350,3282,945,2025-09-07,2026-07-27,730.16,5,MasterCard,14.75
351,3826,363,2024-01-30,2025-10-18,664.64,2,Visa,14.22
352,8546,926,2024-09-20,2025-03-08,879.32,10,Chase,20.27
353,4326,552,2025-02-01,2026-09-25,1026.02,1,Chase,19.13
354,8692,264,2024-10-05,2025-04-24,1383.19,6,Chase,22.83
355,6567,876,2024-05-19,2025-05-09,1354.04,7,Discover,7.37
356,2592,832,2024-12-07,2026-08-16,1340.21,10,Chase,3.83
357,7682,959,2025-06-27,2025-08-30,729.86,6,Visa,4.47
358,3788,408,2024-11-21,2026-07-31,1176.58,6,Discover,19.37
359,1112,462,2025-02-02,2026-08-09,1323.37,5,MasterCard,11.06
360,9867,285,2025-01-31,2025-05-26,548.22,2,MasterCard,15.34
361,8116,558,2025-02-17,2026-06-27,584.12,3,Chase,5.26
362,4207,970,2025-10-13,2025-12-13,602.86,7,Chase,18.46
363,1108,511,2024-09-14,2026-01-27,502.05,1,American Express,19.15
364,9784,868,2025-11-12,2026-10-27,1204.47,3,MasterCard,18.53
365,5739,172,2025-09-24,2025-06-23,661.67,9,Discover,4.49
366,1556,519,2024-04-16,2026-03-14,986.06,6,Discover,23.29
367,9521,157,2024-06-09,2025-09-19,1212.71,1,MasterCard,13.62
368,3979,587,2025-08-15,2026-04-16,1495.84,2,Chase,7.68
369,2974,854,2024-04-02,2025-08-03,1480.66,4,Visa,8.15
370,3225,745,2025-09-22,2025-08-02,1481.42,2,Discover,12.42
371,6953,599,2024-05-31,2025-10-04,1401.84,7,American Express,6.78
